"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"012129","Tronzano Lago Maggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",219,,
"002150","Tronzano Vercellese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3416,,
"102044","Tropea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6102,,
"018165","Trovo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1016,,
"015224","Truccazzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5804,,
"021103","Tubre/Taufers im Münstertal","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",940,,
"070082","Tufara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",839,,
"069097","Tufillo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",379,,
"063085","Tufino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3564,,
"064113","Tufo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",821,,
"075089","Tuglie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5161,,
"090075","Tula","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1496,,
"054055","Tuoro sul Trasimeno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3784,,
"057071","Turania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",221,,
"098058","Turano Lodigiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1538,,
"013227","Turate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9421,,
"015226","Turbigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7119,,
"072047","Turi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13039,,
"031024","Turriaco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2855,,
"068044","Turrivalignani","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",811,,
"077029","Tursi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4862,,
"083101","Tusa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2714,,
"056052","Tuscania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8260,,
"016221","Ubiale Clanezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1381,,
"012130","Uboldo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10613,,
"083102","Ucria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",965,,
"075090","Ugento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12214,,
"075091","Uggiano la Chiesa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4355,,
"013228","Uggiate-Trevano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4852,,
"095068","Ulà Tirso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",497,,
"021104","Ultimo/Ulten","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2899,,
"054056","Umbertide","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16398,,
"101026","Umbriatico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",793,,
"017192","Urago d'Oglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3702,,
"095069","Uras","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2808,,
"028095","Urbana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2082,,
"041066","Urbania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6961,,
"009063","Urbe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",690,,
"041067","Urbino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13929,,
"043055","Urbisaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2525,,
"016222","Urgnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9850,,
"090076","Uri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2890,,
"070083","Ururi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2574,,
"010064","Uscio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2164,,
"095070","Usellus","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",743,,
"090077","Usini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4294,,
"108044","Usmate Velate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10371,,
"001281","Usseaux","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",189,,
"001282","Usseglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",200,,
"043056","Ussita","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",395,,
"082075","Ustica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1302,,
"092090","Uta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8718,,
"047021","Uzzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5609,,
"078152","Vaccarizzo Albanese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1073,,
"057072","Vacone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",225,,
"069098","Vacri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1586,,
"021105","Vadena/Pfatten","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1057,,
"009064","Vado Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8217,,
"046031","Vagli Sotto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",885,,
"048046","Vaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5247,,
"076094","Vaglio Basilicata","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1946,,
"005111","Vaglio Serra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",279,,
"100006","Vaiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10006,,
"019111","Vaiano Cremasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3630,,
"001283","Vaie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1414,,
"019112","Vailate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4492,,
"061095","Vairano Patenora","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6508,,
"093052","Vajont","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1675,,
"001284","Val della Torre","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3964,,
"018166","Val di Nizza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",590,,
"021107","Val di Vizze/Pfitsch","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3077,,
"014074","Val Masino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",876,,
"013233","Val Rezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",160,,
"016223","Valbondione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1011,,
"016224","Valbrembo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4387,,
"010065","Valbrevenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",763,,
"013229","Valbrona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2642,,
"024111","Valdagno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",25563,,
"021106","Valdaora/Olang","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3150,,
"024112","Valdastico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1246,,
"096071","Valdengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2396,,
"081022","Valderice","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11732,,
"014071","Valdidentro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4166,,
"004233","Valdieri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",917,,
"083103","Valdina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1289,,
"014072","Valdisotto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3621,,
"026087","Valdobbiadene","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10243,,
"002152","Valduggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1931,,
"018167","Valeggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",209,,
"023089","Valeggio sul Mincio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15622,,
"056053","Valentano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2795,,
"006177","Valenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",18537,,
"098059","Valera Fratta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1695,,
"054057","Valfabbrica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3253,,
"012131","Valganna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1563,,
"001285","Valgioie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",915,,
"016225","Valgoglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",596,,
"004234","Valgrana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",779,,
"007068","Valgrisenche","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",196,,
"060082","Vallecorsa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2521,,
"102045","Vallelonga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",730,,
"064115","Vallesaccarda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1270,,
"024113","Valli del Pasubio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3060,,
"058109","Vallinfreda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",288,,
"065154","Vallo della Lucania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8250,,
"054058","Vallo di Nera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",356,,
"001286","Vallo Torinese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",795,,
"004235","Valloriate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",105,,
"006178","Valmacca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",977,,
"097083","Valmadrera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11393,,
"058110","Valmontone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15206,,
"013232","Valmorea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2640,,
"034044","Valmozzola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",528,,
"016227","Valnegra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",213,,
"007069","Valpelline","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",618,,
"001287","Valperga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3025,,
"001288","Valprato Soana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",95,,
"007070","Valsavarenche","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",175,,
"077030","Valsinni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1416,,
"013234","Valsolda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1486,,
"103069","Valstrona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1211,,
"054059","Valtopina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1311,,
"016229","Valtorta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",260,,
"007071","Valtournenche","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2255,,
"065155","Valva","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1604,,
"087052","Valverde","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7845,,
"017194","Valvestino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",178,,
"021110","Vandoies/Vintl","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3313,,
"015249","Vanzaghello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5240,,
"015229","Vanzago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9287,,
"103070","Vanzone con San Carlo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",386,,
"015230","Vaprio d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9132,,
"003153","Vaprio d'Agogna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",979,,
"002156","Varallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7084,,
"003154","Varallo Pombia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4889,,
"012132","Varano Borghi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2438,,
"034045","Varano de' Melegari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2626,,
"080095","Varapodio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2046,,
"009065","Varazze","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12899,,
"057073","Varco Sabino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",171,,
"108045","Varedo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13562,,
"022211","Varena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",849,,
"097084","Varenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",743,,
"011029","Varese Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1890,,
"001289","Varisella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",852,,
"030130","Varmo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2717,,
"021111","Varna/Vahrn","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4803,,
"034046","Varsi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1178,,
"018171","Varzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3119,,
"103071","Varzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1996,,
"056055","Vasanello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3914,,
"008064","Vasia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",382,,
"069099","Vasto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",40489,,
"094051","Vastogirardi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",660,,
"001290","Vauda Canavese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1458,,
"102046","Vazzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",977,,
"026088","Vazzola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6921,,
"050037","Vecchiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11969,,
"108046","Vedano al Lambro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7475,,
"012134","Vedano Olona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7357,,
"026089","Vedelago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16616,,
"016230","Vedeseta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",192,,
"108047","Veduggio con Colzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4317,,
"028096","Veggiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4748,,
"075092","Veglie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13671,,
"096075","Veglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",460,,
"056056","Vejano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2187,,
"013236","Veleso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",199,,
"018172","Velezzo Lomellina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",98,,
"058111","Velletri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",52937,,
"018173","Vellezzo Bellini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3328,,
"024115","Velo d'Astico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2278,,
"023090","Velo Veronese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",758,,
"021116","Velturno/Feldthurns","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2962,,
"094052","Venafro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11155,,
"001292","Venaria Reale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",33134,,
"044073","Venarotta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1977,,
"004237","Venasca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1383,,
"001291","Venaus","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",883,,
"009066","Vendone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",363,,
"097085","Vendrogno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",288,,
"012136","Venegono Inferiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6039,,
"012137","Venegono Superiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7357,,
"083104","Venetico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3978,,
"013238","Veniano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3033,,
"076095","Venosa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11346,,
"064116","Venticano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2456,,
"008065","Ventimiglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",23911,,
"082077","Ventimiglia di Sicilia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1845,,
"059033","Ventotene","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",725,,
"030131","Venzone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1960,,
"021112","Verano/Vöran","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",982,,
"108048","Verano Brianza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9089,,
"078153","Verbicaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2800,,
"013239","Vercana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",752,,
"014075","Verceia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1072,,
"097086","Vercurago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2805,,
"016232","Verdellino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7468,,
"016233","Verdello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8128,,
"004238","Verduno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",527,,
"037059","Vergato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7731,,
"040050","Verghereto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1792,,
"012138","Vergiate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8660,,
"022213","Vermiglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1824,,
"004239","Vernante","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1150,,
"033044","Vernasca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2042,,
"015236","Vernate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3292,,
"011030","Vernazza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",776,,
"100007","Vernio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6074,,
"075093","Vernole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6941,,
"017195","Verolanuova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8076,,
"017196","Verolavecchia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3756,,
"001293","Verolengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4832,,
"060085","Veroli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19743,,
"023092","Veronella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5062,,
"007072","Verrayes","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1264,,
"007073","Verrès","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2577,,
"018174","Verretto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",374,,
"096076","Verrone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1247,,
"018175","Verrua Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1241,,
"001294","Verrua Savoia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1384,,
"013242","Vertemate con Minoprio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4147,,
"016234","Vertova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4556,,
"099020","Verucchio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10007,,
"014076","Vervio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",214,,
"030132","Verzegnis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",873,,
"101027","Verzino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1704,,
"004240","Verzuolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6417,,
"028097","Vescovana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1757,,
"019113","Vescovato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3862,,
"005113","Vesime","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",611,,
"003158","Vespolate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2009,,
"008066","Vessalico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",245,,
"023093","Vestenanova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2551,,
"001295","Vestignè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",802,,
"017197","Vestone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4250,,
"056057","Vetralla","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13525,,
"035042","Vetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1806,,
"004241","Vezza d'Alba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2286,,
"017198","Vezza d'Oglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1462,,
"011031","Vezzano Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7203,,
